"company","year","sales"
"신도리코","실적2018",5579
"신도리코","실적2019",4271
"신도리코","실적2020",NA
"신라교역","실적2017",4131
"신라교역","실적2018",3553
"신라교역","실적2019",3696
"신라교역","실적2020",NA
"신라섬유","실적2017",40
"신라섬유","실적2018",47
"신라섬유","실적2019",42
"신라섬유","실적2020",NA
"신라에스지","실적2017",820
"신라에스지","실적2018",725
"신라에스지","실적2019",894
"신라에스지","실적2020",NA
"신라젠","실적2017",69
"신라젠","실적2018",77
"신라젠","실적2019",91
"신라젠","실적2020",NA
"신성델타테크","실적2017",4648
"신성델타테크","실적2018",4371
"신성델타테크","실적2019",4537
"신성델타테크","실적2020",NA
"신성이엔지","실적2017",5745
"신성이엔지","실적2018",4247
"신성이엔지","실적2019",4511
"신성이엔지","실적2020",4698
"신성통상","실적2017",8211
"신성통상","실적2018",9549
"신성통상","실적2019",10272
"신성통상","실적2020",NA
"신세계","실적2017",38714
"신세계","실적2018",51857
"신세계","실적2019",63942
"신세계","실적2020",49414
"신세계I&C","실적2017",3201
"신세계I&C","실적2018",3735
"신세계I&C","실적2019",4560
"신세계I&C","실적2020",4898
"신세계건설","실적2017",10644
"신세계건설","실적2018",10843
"신세계건설","실적2019",10162
"신세계건설","실적2020",NA
"신세계인터내셔날","실적2017",11025
"신세계인터내셔날","실적2018",12627
"신세계인터내셔날","실적2019",14250
"신세계인터내셔날","실적2020",13438
"신세계푸드","실적2017",12075
"신세계푸드","실적2018",12786
"신세계푸드","실적2019",13201
"신세계푸드","실적2020",12625
"신송홀딩스","실적2017",2865
"신송홀딩스","실적2018",1633
"신송홀딩스","실적2019",2630
"신송홀딩스","실적2020",NA
"신신제약","실적2017",617
"신신제약","실적2018",637
"신신제약","실적2019",679
"신신제약","실적2020",NA
"신영스팩5호","실적2017",NA
"신영스팩5호","실적2018",NA
"신영스팩5호","실적2019",NA
"신영스팩5호","실적2020",NA
"신영스팩6호","실적2017",NA
"신영스팩6호","실적2018",NA
"신영스팩6호","실적2019",NA
"신영스팩6호","실적2020",NA
"신영와코루","실적2017",1824
"신영와코루","실적2018",1714
"신영와코루","실적2019",1762
"신영와코루","실적2020",NA
"신영증권","실적2017",16429
"신영증권","실적2018",16651
"신영증권","실적2019",25676
"신영증권","실적2020",NA
"신원","실적2017",6399
"신원","실적2018",6215
"신원","실적2019",6749
"신원","실적2020",NA
"신원종합개발","실적2017",1958
"신원종합개발","실적2018",2206
"신원종합개발","실적2019",2565
"신원종합개발","실적2020",NA
"신일전자","실적2017",1446
"신일전자","실적2018",1687
"신일전자","실적2019",1459
"신일전자","실적2020",NA
"신일제약","실적2017",509
"신일제약","실적2018",533
"신일제약","실적2019",606
"신일제약","실적2020",NA
"신진에스엠","실적2017",570
"신진에스엠","실적2018",562
"신진에스엠","실적2019",518
"신진에스엠","실적2020",NA
"신테카바이오","실적2017",NA
"신테카바이오","실적2018",3
"신테카바이오","실적2019",5
"신테카바이오","실적2020",NA
"신풍제약","실적2017",1850
"신풍제약","실적2018",1874
"신풍제약","실적2019",1897
"신풍제약","실적2020",NA
"신풍제지","실적2017",1443
"신풍제지","실적2018",1541
"신풍제지","실적2019",1569
"신풍제지","실적2020",NA
"신한제5호스팩","실적2017",NA
"신한제5호스팩","실적2018",NA
"신한제5호스팩","실적2019",NA
"신한제5호스팩","실적2020",NA
"신한제6호스팩","실적2017",NA
"신한제6호스팩","실적2018",NA
"신한제6호스팩","실적2019",NA
"신한제6호스팩","실적2020",NA
"신한지주","실적2017",239892
"신한지주","실적2018",238119
"신한지주","실적2019",300050
"신한지주","실적2020",NA
"신화실업","실적2017",613
"신화실업","실적2018",716
"신화실업","실적2019",741
"신화실업","실적2020",NA
"신화인터텍","실적2017",1766
"신화인터텍","실적2018",1776
"신화인터텍","실적2019",2544
"신화인터텍","실적2020",NA
"신화콘텍","실적2017",553
"신화콘텍","실적2018",387
"신화콘텍","실적2019",443
"신화콘텍","실적2020",NA
"신흥","실적2017",1211
"신흥","실적2018",1215
"신흥","실적2019",1230
"신흥","실적2020",NA
"신흥에스이씨","실적2017",1331
"신흥에스이씨","실적2018",2154
"신흥에스이씨","실적2019",2395
"신흥에스이씨","실적2020",2834
"실리콘웍스","실적2017",6928
"실리콘웍스","실적2018",7918
"실리콘웍스","실적2019",8671
"실리콘웍스","실적2020",10786
"심텍","실적2017",8116
"심텍","실적2018",10075
"심텍","실적2019",10002
"심텍","실적2020",12041
"심텍홀딩스","실적2017",8124
"심텍홀딩스","실적2018",10071
"심텍홀딩스","실적2019",10003
"심텍홀딩스","실적2020",NA
"싸이맥스","실적2017",1641
"싸이맥스","실적2018",1335
"싸이맥스","실적2019",835
"싸이맥스","실적2020",1505
"싸이토젠","실적2017",2
"싸이토젠","실적2018",12
"싸이토젠","실적2019",8
"싸이토젠","실적2020",NA
"쌍방울","실적2017",1096
"쌍방울","실적2018",1017
"쌍방울","실적2019",965
"쌍방울","실적2020",NA
"쌍용양회공업","실적2017",15171
"쌍용양회공업","실적2018",15100
"쌍용양회공업","실적2019",15385
"쌍용양회공업","실적2020",14542
"쌍용자동차","실적2017",34946
"쌍용자동차","실적2018",37048
"쌍용자동차","실적2019",36239
"쌍용자동차","실적2020",NA
"쌍용정보통신","실적2017",1461
"쌍용정보통신","실적2018",1233
"쌍용정보통신","실적2019",1083
"쌍용정보통신","실적2020",NA
"써니전자","실적2017",187
"써니전자","실적2018",187
"써니전자","실적2019",256
"써니전자","실적2020",NA
"썸에이지","실적2017",36
"썸에이지","실적2018",36
"썸에이지","실적2019",36
"썸에이지","실적2020",NA
"쎄노텍","실적2017",405
"쎄노텍","실적2018",328
"쎄노텍","실적2019",282
"쎄노텍","실적2020",NA
"쎄니트","실적2017",1262
"쎄니트","실적2018",1137
"쎄니트","실적2019",1097
"쎄니트","실적2020",NA
"쎄미시스코","실적2017",250
"쎄미시스코","실적2018",219
"쎄미시스코","실적2019",171
"쎄미시스코","실적2020",NA
"쎄트렉아이","실적2017",428
"쎄트렉아이","실적2018",461
"쎄트렉아이","실적2019",702
"쎄트렉아이","실적2020",833
"쎌마테라퓨틱스","실적2017",666
"쎌마테라퓨틱스","실적2018",378
"쎌마테라퓨틱스","실적2019",77
"쎌마테라퓨틱스","실적2020",NA
"쎌바이오텍","실적2017",611
"쎌바이오텍","실적2018",625
"쎌바이오텍","실적2019",460
"쎌바이오텍","실적2020",NA
"쏠리드","실적2017",2537
"쏠리드","실적2018",2226
"쏠리드","실적2019",2293
"쏠리드","실적2020",1549
"씨씨에스","실적2017",213
"씨씨에스","실적2018",210
"씨씨에스","실적2019",203
"씨씨에스","실적2020",NA
"씨아이에스","실적2017",261
"씨아이에스","실적2018",436
"씨아이에스","실적2019",1006
"씨아이에스","실적2020",NA
"씨아이테크","실적2017",217
"씨아이테크","실적2018",323
"씨아이테크","실적2019",407
"씨아이테크","실적2020",NA
"씨앤지하이테크","실적2017",752
"씨앤지하이테크","실적2018",883
"씨앤지하이테크","실적2019",1288
"씨앤지하이테크","실적2020",NA
"씨에스베어링","실적2017",504
"씨에스베어링","실적2018",648
"씨에스베어링","실적2019",1026
"씨에스베어링","실적2020",1106
"씨에스윈드","실적2017",3122
"씨에스윈드","실적2018",5022
"씨에스윈드","실적2019",7994
"씨에스윈드","실적2020",9793
"씨엔플러스","실적2017",288
"씨엔플러스","실적2018",254
"씨엔플러스","실적2019",196
"씨엔플러스","실적2020",NA
"씨엠에스에듀","실적2017",640
"씨엠에스에듀","실적2018",701
"씨엠에스에듀","실적2019",821
"씨엠에스에듀","실적2020",NA
"씨유메디칼","실적2017",583
"씨유메디칼","실적2018",763
"씨유메디칼","실적2019",818
"씨유메디칼","실적2020",NA
"씨젠","실적2017",889
"씨젠","실적2018",1023
"씨젠","실적2019",1220
"씨젠","실적2020",10085
"씨케이에이치","실적2017",1453
"씨케이에이치","실적2018",1293
"씨케이에이치","실적2019",634
"씨케이에이치","실적2020",NA
"씨큐브","실적2017",402
"씨큐브","실적2018",414
"씨큐브","실적2019",447
"씨큐브","실적2020",NA
"씨티씨바이오","실적2017",1306
"씨티씨바이오","실적2018",1384
"씨티씨바이오","실적2019",1361
"씨티씨바이오","실적2020",NA
"씨티케이코스메틱스","실적2017",1130
"씨티케이코스메틱스","실적2018",1105
"씨티케이코스메틱스","실적2019",1163
"씨티케이코스메틱스","실적2020",NA
"아가방컴퍼니","실적2017",1409
"아가방컴퍼니","실적2018",1129
"아가방컴퍼니","실적2019",1342
"아가방컴퍼니","실적2020",NA
"아나패스","실적2017",871
"아나패스","실적2018",515
"아나패스","실적2019",608
"아나패스","실적2020",NA
"아난티","실적2017",1505
"아난티","실적2018",1622
"아난티","실적2019",1427
"아난티","실적2020",NA
"아남전자","실적2017",1763
"아남전자","실적2018",1923
"아남전자","실적2019",2433
"아남전자","실적2020",NA
"아래스","실적2017",120
"아래스","실적2018",66
"아래스","실적2019",1
"아래스","실적2020",NA
"아리온","실적2017",517
"아리온","실적2018",459
"아리온","실적2019",330
"아리온","실적2020",NA
"아모그린텍","실적2017",1113
"아모그린텍","실적2018",850
"아모그린텍","실적2019",934
"아모그린텍","실적2020",NA
"아모레퍼시픽","실적2017",51238
"아모레퍼시픽","실적2018",52778
"아모레퍼시픽","실적2019",55801
"아모레퍼시픽","실적2020",44457
"아모레퍼시픽그룹","실적2017",60291
"아모레퍼시픽그룹","실적2018",60782
"아모레퍼시픽그룹","실적2019",62843
"아모레퍼시픽그룹","실적2020",49688
"아모텍","실적2017",3154
"아모텍","실적2018",2534
"아모텍","실적2019",2486
"아모텍","실적2020",2194
"아미노로직스","실적2017",168
"아미노로직스","실적2018",184
"아미노로직스","실적2019",190
"아미노로직스","실적2020",NA
"아미코젠","실적2017",737
"아미코젠","실적2018",945
"아미코젠","실적2019",1152
"아미코젠","실적2020",1127
"아바코","실적2017",1861
"아바코","실적2018",2435
"아바코","실적2019",2261
"아바코","실적2020",NA
"아바텍","실적2017",956
"아바텍","실적2018",743
"아바텍","실적2019",754
"아바텍","실적2020",NA
"아비코전자","실적2017",841
"아비코전자","실적2018",998
"아비코전자","실적2019",1233
"아비코전자","실적2020",1304
"아세아","실적2017",11978
"아세아","실적2018",16276
"아세아","실적2019",15424
"아세아","실적2020",NA
"아세아시멘트","실적2017",4612
"아세아시멘트","실적2018",8438
"아세아시멘트","실적2019",8368
"아세아시멘트","실적2020",NA
"아세아제지","실적2017",7286
"아세아제지","실적2018",7758
"아세아제지","실적2019",6977
"아세아제지","실적2020",NA
"아세아텍","실적2017",1006
"아세아텍","실적2018",1028
"아세아텍","실적2019",1130
"아세아텍","실적2020",NA
"아스타","실적2017",10
"아스타","실적2018",17
"아스타","실적2019",13
"아스타","실적2020",NA
"아스트","실적2017",972
"아스트","실적2018",1170
"아스트","실적2019",1446
"아스트","실적2020",NA
"아시아경제","실적2017",359
"아시아경제","실적2018",384
"아시아경제","실적2019",384
"아시아경제","실적2020",NA
"아시아나IDT","실적2017",2649
"아시아나IDT","실적2018",2454
"아시아나IDT","실적2019",2461
"아시아나IDT","실적2020",NA
"아시아나항공","실적2017",65941
"아시아나항공","실적2018",71834
"아시아나항공","실적2019",69658
"아시아나항공","실적2020",41442
"아시아종묘","실적2017",210
"아시아종묘","실적2018",185
"아시아종묘","실적2019",181
"아시아종묘","실적2020",NA
"아우딘퓨쳐스","실적2017",510
"아우딘퓨쳐스","실적2018",894
"아우딘퓨쳐스","실적2019",541
"아우딘퓨쳐스","실적2020",NA
"아이디스","실적2017",952
"아이디스","실적2018",1092
"아이디스","실적2019",1119
"아이디스","실적2020",NA
"아이디스홀딩스","실적2017",4382
"아이디스홀딩스","실적2018",5563
"아이디스홀딩스","실적2019",5078
"아이디스홀딩스","실적2020",NA
"아이디피","실적2017",167
"아이디피","실적2018",191
"아이디피","실적2019",254
"아이디피","실적2020",NA
"아이마켓코리아","실적2017",30805
"아이마켓코리아","실적2018",29352
"아이마켓코리아","실적2019",29238
"아이마켓코리아","실적2020",NA
"아이비김영","실적2017",255
"아이비김영","실적2018",324
"아이비김영","실적2019",NA
"아이비김영","실적2020",NA
"아이센스","실적2017",1570
"아이센스","실적2018",1730
"아이센스","실적2019",1898
"아이센스","실적2020",NA
"아이스크림에듀","실적2017",889
"아이스크림에듀","실적2018",1001
"아이스크림에듀","실적2019",1064
"아이스크림에듀","실적2020",NA
"아이쓰리시스템","실적2017",696
"아이쓰리시스템","실적2018",692
"아이쓰리시스템","실적2019",519
"아이쓰리시스템","실적2020",NA
"아이씨디","실적2017",3118
"아이씨디","실적2018",2340
"아이씨디","실적2019",1216
"아이씨디","실적2020",3362
"아이씨케이","실적2017",272
"아이씨케이","실적2018",241
"아이씨케이","실적2019",247
"아이씨케이","실적2020",NA
"아이앤씨","실적2017",429
"아이앤씨","실적2018",313
"아이앤씨","실적2019",456
"아이앤씨","실적2020",NA
"아이에스동서","실적2017",18330
"아이에스동서","실적2018",15968
"아이에스동서","실적2019",9641
"아이에스동서","실적2020",11956
"아이에스이커머스","실적2017",365
"아이에스이커머스","실적2018",349
"아이에스이커머스","실적2019",361
"아이에스이커머스","실적2020",NA
"아이에이","실적2017",608
"아이에이","실적2018",673
"아이에이","실적2019",678
"아이에이","실적2020",NA
"아이에이네트웍스","실적2017",142
"아이에이네트웍스","실적2018",92
"아이에이네트웍스","실적2019",54
"아이에이네트웍스","실적2020",NA
"아이에이치큐","실적2017",1268
"아이에이치큐","실적2018",1094
"아이에이치큐","실적2019",993
"아이에이치큐","실적2020",NA
"아이엘사이언스","실적2017",186
"아이엘사이언스","실적2018",183
"아이엘사이언스","실적2019",203
"아이엘사이언스","실적2020",NA
"아이엠","실적2017",2494
"아이엠","실적2018",1911
"아이엠","실적2019",2022
"아이엠","실적2020",NA
"아이엠이연이","실적2017",2720
"아이엠이연이","실적2018",2873
"아이엠이연이","실적2019",3161
"아이엠이연이","실적2020",NA
"아이엠텍","실적2017",105
"아이엠텍","실적2018",118
"아이엠텍","실적2019",138
"아이엠텍","실적2020",NA
"아이오케이","실적2017",184
"아이오케이","실적2018",297
"아이오케이","실적2019",487
"아이오케이","실적2020",NA
"아이원스","실적2017",1296
"아이원스","실적2018",1782
"아이원스","실적2019",1255
"아이원스","실적2020",NA
"아이즈비전","실적2017",1671
"아이즈비전","실적2018",1602
"아이즈비전","실적2019",1315
"아이즈비전","실적2020",NA
"아이진","실적2017",3
"아이진","실적2018",20
"아이진","실적2019",42
"아이진","실적2020",NA
"아이컴포넌트","실적2017",245
"아이컴포넌트","실적2018",257
"아이컴포넌트","실적2019",290
"아이컴포넌트","실적2020",NA
"아이큐어","실적2017",398
"아이큐어","실적2018",333
"아이큐어","실적2019",609
"아이큐어","실적2020",NA
"아이크래프트","실적2017",925
"아이크래프트","실적2018",731
"아이크래프트","실적2019",738
"아이크래프트","실적2020",NA
"아이텍","실적2017",258
"아이텍","실적2018",309
"아이텍","실적2019",470
"아이텍","실적2020",NA
"아이톡시","실적2017",211
"아이톡시","실적2018",145
"아이톡시","실적2019",38
"아이톡시","실적2020",NA
"아이티센","실적2017",3115
"아이티센","실적2018",5492
"아이티센","실적2019",15424
"아이티센","실적2020",NA
"아이티엠반도체","실적2017",2019
"아이티엠반도체","실적2018",2282
"아이티엠반도체","실적2019",3977
"아이티엠반도체","실적2020",4541
"아주IB투자","실적2017",697
"아주IB투자","실적2018",728
"아주IB투자","실적2019",641
"아주IB투자","실적2020",NA
"아주캐피탈","실적2017",6216
"아주캐피탈","실적2018",6152
"아주캐피탈","실적2019",7264
"아주캐피탈","실적2020",NA
"아즈텍WB","실적2017",344
"아즈텍WB","실적2018",470
"아즈텍WB","실적2019",446
"아즈텍WB","실적2020",NA
"아진산업","실적2017",4279
"아진산업","실적2018",3969
"아진산업","실적2019",4408
"아진산업","실적2020",NA
"아진엑스텍","실적2017",307
"아진엑스텍","실적2018",266
"아진엑스텍","실적2019",206
"아진엑스텍","실적2020",NA
"아톤","실적2017",178
"아톤","실적2018",280
"아톤","실적2019",325
"아톤","실적2020",NA
"아프리카TV","실적2017",946
"아프리카TV","실적2018",1266
"아프리카TV","실적2019",1679
"아프리카TV","실적2020",1887
"안국약품","실적2017",1836
"안국약품","실적2018",1857
"안국약품","실적2019",1559
"안국약품","실적2020",NA
"안랩","실적2017",1503
"안랩","실적2018",1598
"안랩","실적2019",1670
"안랩","실적2020",NA
"안트로젠","실적2017",54
"안트로젠","실적2018",36
"안트로젠","실적2019",41
"안트로젠","실적2020",NA
"알로이스","실적2017",101
"알로이스","실적2018",218
"알로이스","실적2019",302
"알로이스","실적2020",NA
"알루코","실적2017",4617
"알루코","실적2018",5068
"알루코","실적2019",4544
"알루코","실적2020",NA
"알리코제약","실적2017",714
"알리코제약","실적2018",953
"알리코제약","실적2019",1158
"알리코제약","실적2020",NA
"알서포트","실적2017",231
"알서포트","실적2018",247
"알서포트","실적2019",285
"알서포트","실적2020",506
"알에스오토메이션","실적2017",874
"알에스오토메이션","실적2018",987
"알에스오토메이션","실적2019",822
"알에스오토메이션","실적2020",NA
"알에프세미","실적2017",622
"알에프세미","실적2018",519
"알에프세미","실적2019",424
"알에프세미","실적2020",NA
"알에프텍","실적2017",2871
"알에프텍","실적2018",2403
"알에프텍","실적2019",2845
"알에프텍","실적2020",2728
"알엔투테크놀로지","실적2017",144
"알엔투테크놀로지","실적2018",173
"알엔투테크놀로지","실적2019",210
"알엔투테크놀로지","실적2020",216
"알테오젠","실적2017",121
"알테오젠","실적2018",137
"알테오젠","실적2019",292
"알테오젠","실적2020",NA
"알톤스포츠","실적2017",434
"알톤스포츠","실적2018",491
"알톤스포츠","실적2019",312
"알톤스포츠","실적2020",NA
"알티캐스트","실적2017",706
"알티캐스트","실적2018",762
"알티캐스트","실적2019",532
"알티캐스트","실적2020",NA
"알파홀딩스","실적2017",700
"알파홀딩스","실적2018",851
"알파홀딩스","실적2019",732
"알파홀딩스","실적2020",NA
"압타머사이언스","실적2017",2
"압타머사이언스","실적2018",3
"압타머사이언스","실적2019",4
"압타머사이언스","실적2020",NA
"압타바이오","실적2017",3
"압타바이오","실적2018",15
"압타바이오","실적2019",10
"압타바이오","실적2020",NA
"애경산업","실적2017",6289
"애경산업","실적2018",6996
"애경산업","실적2019",7013
"애경산업","실적2020",5978
"애경유화","실적2017",9598
"애경유화","실적2018",10314
"애경유화","실적2019",10170
"애경유화","실적2020",8781
"애니젠","실적2017",46
"애니젠","실적2018",41
"애니젠","실적2019",63
"애니젠","실적2020",NA
"애니플러스","실적2017",102
"애니플러스","실적2018",199
"애니플러스","실적2019",184
"애니플러스","실적2020",NA
"액션스퀘어","실적2017",94
"액션스퀘어","실적2018",75
"액션스퀘어","실적2019",58
"액션스퀘어","실적2020",NA
"액토즈소프트","실적2017",554
"액토즈소프트","실적2018",377
"액토즈소프트","실적2019",627
"액토즈소프트","실적2020",NA
"액트","실적2017",871
"액트","실적2018",657
"액트","실적2019",524
"액트","실적2020",NA
"액트로","실적2017",910
"액트로","실적2018",1056
"액트로","실적2019",1078
"액트로","실적2020",NA
"앤디포스","실적2017",523
"앤디포스","실적2018",478
"앤디포스","실적2019",841
"앤디포스","실적2020",NA
"앤씨앤","실적2017",534
"앤씨앤","실적2018",588
"앤씨앤","실적2019",785
"앤씨앤","실적2020",NA
"앱클론","실적2017",35
"앱클론","실적2018",39
"앱클론","실적2019",144
"앱클론","실적2020",NA
"야스","실적2017",865
"야스","실적2018",1845
"야스","실적2019",869
"야스","실적2020",NA
"양지사","실적2017",483
"양지사","실적2018",527
"양지사","실적2019",489
"양지사","실적2020",NA
"어보브반도체","실적2017",1058
"어보브반도체","실적2018",1095
"어보브반도체","실적2019",1268
"어보브반도체","실적2020",NA
"얼라인드","실적2017",56
"얼라인드","실적2018",57
"얼라인드","실적2019",78
"얼라인드","실적2020",NA
"에너토크","실적2017",245
"에너토크","실적2018",231
"에너토크","실적2019",235
"에너토크","실적2020",NA
"에넥스","실적2017",4345
"에넥스","실적2018",4457
"에넥스","실적2019",3636
"에넥스","실적2020",NA
"에버다임","실적2017",3403
"에버다임","실적2018",3112
"에버다임","실적2019",2486
"에버다임","실적2020",NA
"에스넷","실적2017",2134
"에스넷","실적2018",2708
"에스넷","실적2019",3168
"에스넷","실적2020",NA
"에스디생명공학","실적2017",1274
"에스디생명공학","실적2018",1566
"에스디생명공학","실적2019",1563
"에스디생명공학","실적2020",1500
"에스디시스템","실적2017",554
"에스디시스템","실적2018",456
"에스디시스템","실적2019",381
"에스디시스템","실적2020",NA
"에스맥","실적2017",1682
"에스맥","실적2018",1414
"에스맥","실적2019",1680
"에스맥","실적2020",NA
"에스모","실적2017",823
"에스모","실적2018",762
"에스모","실적2019",506
"에스모","실적2020",NA
"에스모 머티리얼즈","실적2017",163
"에스모 머티리얼즈","실적2018",133
"에스모 머티리얼즈","실적2019",130
"에스모 머티리얼즈","실적2020",NA
"에스씨디","실적2017",1463
"에스씨디","실적2018",1593
"에스씨디","실적2019",1749
"에스씨디","실적2020",NA
"에스씨엠생명과학","실적2017",NA
"에스씨엠생명과학","실적2018",NA
"에스씨엠생명과학","실적2019",NA
"에스씨엠생명과학","실적2020",NA
"에스아이리소스","실적2017",334
"에스아이리소스","실적2018",282
"에스아이리소스","실적2019",128
"에스아이리소스","실적2020",NA
"에스앤더블류","실적2017",327
"에스앤더블류","실적2018",302
"에스앤더블류","실적2019",360
"에스앤더블류","실적2020",NA
"에스앤씨엔진그룹","실적2017",1573
"에스앤씨엔진그룹","실적2018",1300
"에스앤씨엔진그룹","실적2019",1076
"에스앤씨엔진그룹","실적2020",NA
"에스앤에스텍","실적2017",539
"에스앤에스텍","실적2018",610
"에스앤에스텍","실적2019",845
"에스앤에스텍","실적2020",964
"에스에너지","실적2017",2251
"에스에너지","실적2018",1655
"에스에너지","실적2019",2169
"에스에너지","실적2020",NA
"에스에스알","실적2017",113
"에스에스알","실적2018",126
"에스에스알","실적2019",136
"에스에스알","실적2020",NA
"에스에이엠티","실적2017",12120
"에스에이엠티","실적2018",11760
"에스에이엠티","실적2019",12138
"에스에이엠티","실적2020",NA
"에스에이티","실적2017",973
"에스에이티","실적2018",1339
"에스에이티","실적2019",1402
"에스에이티","실적2020",NA
"에스에프에이","실적2017",19204
"에스에프에이","실적2018",15601
"에스에프에이","실적2019",15777
"에스에프에이","실적2020",16510
"에스엔유","실적2017",1162
"에스엔유","실적2018",826
"에스엔유","실적2019",643
"에스엔유","실적2020",NA
"에스엘","실적2017",14894
"에스엘","실적2018",15986
"에스엘","실적2019",22622
"에스엘","실적2020",24171
"에스엠","실적2017",3654
"에스엠","실적2018",6122
"에스엠","실적2019",6578
"에스엠","실적2020",5658
"에스엠코어","실적2017",724
"에스엠코어","실적2018",935
"에스엠코어","실적2019",1281
"에스엠코어","실적2020",NA
"에스와이","실적2017",3935
"에스와이","실적2018",4199
"에스와이","실적2019",3801
"에스와이","실적2020",NA
"에스원","실적2017",19423
"에스원","실적2018",20183
"에스원","실적2019",21515
"에스원","실적2020",22017
"에스제이그룹","실적2017",455
"에스제이그룹","실적2018",686
"에스제이그룹","실적2019",1095
"에스제이그룹","실적2020",1068
"에스제이엠","실적2017",1631
"에스제이엠","실적2018",1553
"에스제이엠","실적2019",1577
"에스제이엠","실적2020",NA
"에스제이엠홀딩스","실적2017",1698
"에스제이엠홀딩스","실적2018",1607
"에스제이엠홀딩스","실적2019",1608
"에스제이엠홀딩스","실적2020",NA
"에스제이케이","실적2017",88
"에스제이케이","실적2018",63
"에스제이케이","실적2019",41
"에스제이케이","실적2020",NA
"에스케이바이오팜","실적2017",899
"에스케이바이오팜","실적2018",11
"에스케이바이오팜","실적2019",1239
"에스케이바이오팜","실적2020",NA
"에스코넥","실적2017",3656
"에스코넥","실적2018",3671
"에스코넥","실적2019",2545
"에스코넥","실적2020",NA
"에스텍","실적2017",3004
"에스텍","실적2018",3064
"에스텍","실적2019",3380
"에스텍","실적2020",3122
"에스텍파마","실적2017",382
"에스텍파마","실적2018",403
"에스텍파마","실적2019",465
"에스텍파마","실적2020",NA
"에스트래픽","실적2017",773
"에스트래픽","실적2018",407
"에스트래픽","실적2019",797
"에스트래픽","실적2020",NA
"에스티아이","실적2017",2870
"에스티아이","실적2018",2866
"에스티아이","실적2019",3189
"에스티아이","실적2020",NA
"에스티오","실적2017",908
"에스티오","실적2018",883
"에스티오","실적2019",851
"에스티오","실적2020",NA
"에스티큐브","실적2017",85
"에스티큐브","실적2018",105
"에스티큐브","실적2019",174
"에스티큐브","실적2020",NA
"에스티팜","실적2017",2028
"에스티팜","실적2018",977
"에스티팜","실적2019",933
"에스티팜","실적2020",1284
"에스폴리텍","실적2017",1223
"에스폴리텍","실적2018",1369
"에스폴리텍","실적2019",1350
"에스폴리텍","실적2020",NA
"에스퓨얼셀","실적2017",203
"에스퓨얼셀","실적2018",315
"에스퓨얼셀","실적2019",380
"에스퓨얼셀","실적2020",578
"에스피시스템스","실적2017",270
"에스피시스템스","실적2018",469
"에스피시스템스","실적2019",320
"에스피시스템스","실적2020",NA
"에스피지","실적2017",2958
"에스피지","실적2018",3054
"에스피지","실적2019",3152
"에스피지","실적2020",NA
"에쎈테크","실적2017",661
"에쎈테크","실적2018",588
"에쎈테크","실적2019",517
"에쎈테크","실적2020",NA
"에쓰씨엔지니어링","실적2017",2517
"에쓰씨엔지니어링","실적2018",2508
"에쓰씨엔지니어링","실적2019",2401
"에쓰씨엔지니어링","실적2020",NA
"에어부산","실적2017",5617
"에어부산","실적2018",6536
"에어부산","실적2019",6332
"에어부산","실적2020",NA
"에이디칩스","실적2017",186
"에이디칩스","실적2018",126
"에이디칩스","실적2019",177
"에이디칩스","실적2020",NA
"에이디테크놀로지","실적2017",322
"에이디테크놀로지","실적2018",1103
"에이디테크놀로지","실적2019",2258
"에이디테크놀로지","실적2020",NA
"에이루트","실적2017",367
"에이루트","실적2018",222
"에이루트","실적2019",313
"에이루트","실적2020",NA
"에이블씨엔씨","실적2017",3733
"에이블씨엔씨","실적2018",3455
"에이블씨엔씨","실적2019",4222
"에이블씨엔씨","실적2020",NA
"에이비엘바이오","실적2017",1
"에이비엘바이오","실적2018",13
"에이비엘바이오","실적2019",40
"에이비엘바이오","실적2020",NA
"에이비프로바이오","실적2017",459
"에이비프로바이오","실적2018",589
"에이비프로바이오","실적2019",319
"에이비프로바이오","실적2020",NA
"에이스침대","실적2017",2061
"에이스침대","실적2018",2450
"에이스침대","실적2019",2774
"에이스침대","실적2020",NA
"에이스테크","실적2017",3516
"에이스테크","실적2018",3773
"에이스테크","실적2019",3786
"에이스테크","실적2020",4040
"에이스토리","실적2017",201
"에이스토리","실적2018",464
"에이스토리","실적2019",282
"에이스토리","실적2020",215
"에이씨티","실적2017",241
"에이씨티","실적2018",193
"에이씨티","실적2019",188
"에이씨티","실적2020",NA
"에이아이비트","실적2017",539
"에이아이비트","실적2018",378
"에이아이비트","실적2019",374
"에이아이비트","실적2020",NA
"에이에프더블류","실적2017",205
"에이에프더블류","실적2018",303
"에이에프더블류","실적2019",260
"에이에프더블류","실적2020",NA
"에이엔피","실적2017",1012
"에이엔피","실적2018",1078
"에이엔피","실적2019",1058
"에이엔피","실적2020",NA
"에이치시티","실적2017",279
"에이치시티","실적2018",364
"에이치시티","실적2019",474
"에이치시티","실적2020",560
"에이치엔티","실적2017",2043
"에이치엔티","실적2018",1855
"에이치엔티","실적2019",2420
"에이치엔티","실적2020",NA
"에이치엘비","실적2017",230
"에이치엘비","실적2018",362
"에이치엘비","실적2019",384
"에이치엘비","실적2020",540
"에이치엘비생명과학","실적2017",1064
"에이치엘비생명과학","실적2018",1025
"에이치엘비생명과학","실적2019",1140
"에이치엘비생명과학","실적2020",NA
"에이치엘비제약","실적2017",156
"에이치엘비제약","실적2018",205
