"company","year","debt"
"엑사이엔씨","실적2020",NA
"엑세스바이오","실적2017",72
"엑세스바이오","실적2018",118
"엑세스바이오","실적2019",149
"엑세스바이오","실적2020",NA
"엑셈","실적2017",27
"엑셈","실적2018",19
"엑셈","실적2019",19
"엑셈","실적2020",NA
"엑스큐어","실적2017",10
"엑스큐어","실적2018",10
"엑스큐어","실적2019",8
"엑스큐어","실적2020",NA
"엑시콘","실적2017",21
"엑시콘","실적2018",33
"엑시콘","실적2019",38
"엑시콘","실적2020",NA
"엔바이오니아","실적2017",310
"엔바이오니아","실적2018",217
"엔바이오니아","실적2019",39
"엔바이오니아","실적2020",NA
"엔브이에이치코리아","실적2017",159
"엔브이에이치코리아","실적2018",305
"엔브이에이치코리아","실적2019",334
"엔브이에이치코리아","실적2020",NA
"엔시트론","실적2017",153
"엔시트론","실적2018",243
"엔시트론","실적2019",94
"엔시트론","실적2020",NA
"엔씨소프트","실적2017",29
"엔씨소프트","실적2018",23
"엔씨소프트","실적2019",33
"엔씨소프트","실적2020",NA
"엔에스","실적2017",159
"엔에스","실적2018",168
"엔에스","실적2019",233
"엔에스","실적2020",NA
"엔에스쇼핑","실적2017",84
"엔에스쇼핑","실적2018",84
"엔에스쇼핑","실적2019",115
"엔에스쇼핑","실적2020",NA
"엔에스엔","실적2017",59
"엔에스엔","실적2018",77
"엔에스엔","실적2019",199
"엔에스엔","실적2020",NA
"엔에이치스팩13호","실적2017",NA
"엔에이치스팩13호","실적2018",21
"엔에이치스팩13호","실적2019",22
"엔에이치스팩13호","실적2020",NA
"엔에이치스팩14호","실적2017",NA
"엔에이치스팩14호","실적2018",NA
"엔에이치스팩14호","실적2019",18
"엔에이치스팩14호","실적2020",NA
"엔에이치스팩16호","실적2017",NA
"엔에이치스팩16호","실적2018",NA
"엔에이치스팩16호","실적2019",NA
"엔에이치스팩16호","실적2020",NA
"엔에이치스팩17호","실적2017",NA
"엔에이치스팩17호","실적2018",NA
"엔에이치스팩17호","실적2019",NA
"엔에이치스팩17호","실적2020",NA
"엔에이치엔","실적2017",27
"엔에이치엔","실적2018",37
"엔에이치엔","실적2019",36
"엔에이치엔","실적2020",NA
"엔지스테크널러지","실적2017",17
"엔지스테크널러지","실적2018",192
"엔지스테크널러지","실적2019",232
"엔지스테크널러지","실적2020",NA
"엔지켐생명과학","실적2017",49
"엔지켐생명과학","실적2018",13
"엔지켐생명과학","실적2019",14
"엔지켐생명과학","실적2020",NA
"엔케이","실적2017",56
"엔케이","실적2018",69
"엔케이","실적2019",62
"엔케이","실적2020",NA
"엔케이맥스","실적2017",35
"엔케이맥스","실적2018",102
"엔케이맥스","실적2019",69
"엔케이맥스","실적2020",NA
"엔케이물산","실적2017",31
"엔케이물산","실적2018",6
"엔케이물산","실적2019",3
"엔케이물산","실적2020",NA
"엔텔스","실적2017",43
"엔텔스","실적2018",37
"엔텔스","실적2019",56
"엔텔스","실적2020",NA
"엔투텍","실적2017",109
"엔투텍","실적2018",260
"엔투텍","실적2019",138
"엔투텍","실적2020",NA
"엔피디","실적2017",432
"엔피디","실적2018",289
"엔피디","실적2019",254
"엔피디","실적2020",NA
"엔피씨","실적2017",51
"엔피씨","실적2018",50
"엔피씨","실적2019",42
"엔피씨","실적2020",NA
"엔피케이","실적2017",77
"엔피케이","실적2018",85
"엔피케이","실적2019",89
"엔피케이","실적2020",NA
"엘디티","실적2017",7
"엘디티","실적2018",6
"엘디티","실적2019",19
"엘디티","실적2020",NA
"엘브이엠씨","실적2017",58
"엘브이엠씨","실적2018",81
"엘브이엠씨","실적2019",108
"엘브이엠씨","실적2020",NA
"엘비세미콘","실적2017",135
"엘비세미콘","실적2018",149
"엘비세미콘","실적2019",152
"엘비세미콘","실적2020",NA
"엘아이에스","실적2017",653
"엘아이에스","실적2018",298
"엘아이에스","실적2019",420
"엘아이에스","실적2020",NA
"엘앤씨바이오","실적2017",21
"엘앤씨바이오","실적2018",8
"엘앤씨바이오","실적2019",9
"엘앤씨바이오","실적2020",NA
"엘앤에프","실적2017",115
"엘앤에프","실적2018",131
"엘앤에프","실적2019",215
"엘앤에프","실적2020",NA
"엘앤케이바이오","실적2017",121
"엘앤케이바이오","실적2018",118
"엘앤케이바이오","실적2019",132
"엘앤케이바이오","실적2020",NA
"엘에스일렉트릭","실적2017",96
"엘에스일렉트릭","실적2018",85
"엘에스일렉트릭","실적2019",86
"엘에스일렉트릭","실적2020",NA
"엘엠에스","실적2017",76
"엘엠에스","실적2018",66
"엘엠에스","실적2019",98
"엘엠에스","실적2020",NA
"엘오티베큠","실적2017",42
"엘오티베큠","실적2018",42
"엘오티베큠","실적2019",65
"엘오티베큠","실적2020",NA
"엘이티","실적2017",43
"엘이티","실적2018",116
"엘이티","실적2019",77
"엘이티","실적2020",NA
"엘컴텍","실적2017",17
"엘컴텍","실적2018",8
"엘컴텍","실적2019",13
"엘컴텍","실적2020",NA
"엘티씨","실적2017",67
"엘티씨","실적2018",82
"엘티씨","실적2019",87
"엘티씨","실적2020",NA
"엠게임","실적2017",28
"엠게임","실적2018",27
"엠게임","실적2019",21
"엠게임","실적2020",NA
"엠벤처투자","실적2017",65
"엠벤처투자","실적2018",26
"엠벤처투자","실적2019",31
"엠벤처투자","실적2020",NA
"엠브레인","실적2017",63
"엠브레인","실적2018",70
"엠브레인","실적2019",51
"엠브레인","실적2020",NA
"엠씨넥스","실적2017",295
"엠씨넥스","실적2018",201
"엠씨넥스","실적2019",112
"엠씨넥스","실적2020",NA
"엠아이텍","실적2017",58
"엠아이텍","실적2018",10
"엠아이텍","실적2019",18
"엠아이텍","실적2020",NA
"엠에스씨","실적2017",101
"엠에스씨","실적2018",83
"엠에스씨","실적2019",75
"엠에스씨","실적2020",NA
"엠에스오토텍","실적2017",337
"엠에스오토텍","실적2018",506
"엠에스오토텍","실적2019",374
"엠에스오토텍","실적2020",NA
"엠젠플러스","실적2017",59
"엠젠플러스","실적2018",183
"엠젠플러스","실적2019",85
"엠젠플러스","실적2020",NA
"엠케이전자","실적2017",112
"엠케이전자","실적2018",110
"엠케이전자","실적2019",109
"엠케이전자","실적2020",NA
"엠투아이","실적2017",13
"엠투아이","실적2018",6
"엠투아이","실적2019",15
"엠투아이","실적2020",NA
"엠투엔","실적2017",67
"엠투엔","실적2018",75
"엠투엔","실적2019",64
"엠투엔","실적2020",NA
"엠플러스","실적2017",80
"엠플러스","실적2018",162
"엠플러스","실적2019",241
"엠플러스","실적2020",NA
"연우","실적2017",39
"연우","실적2018",49
"연우","실적2019",41
"연우","실적2020",NA
"영림원소프트랩","실적2017",192
"영림원소프트랩","실적2018",457
"영림원소프트랩","실적2019",201
"영림원소프트랩","실적2020",NA
"영보화학","실적2017",26
"영보화학","실적2018",22
"영보화학","실적2019",23
"영보화학","실적2020",NA
"영신금속","실적2017",512
"영신금속","실적2018",267
"영신금속","실적2019",217
"영신금속","실적2020",NA
"영우디에스피","실적2017",363
"영우디에스피","실적2018",1301
"영우디에스피","실적2019",546
"영우디에스피","실적2020",NA
"영원무역","실적2017",69
"영원무역","실적2018",58
"영원무역","실적2019",57
"영원무역","실적2020",NA
"영원무역홀딩스","실적2017",57
"영원무역홀딩스","실적2018",49
"영원무역홀딩스","실적2019",47
"영원무역홀딩스","실적2020",NA
"영진약품","실적2017",70
"영진약품","실적2018",75
"영진약품","실적2019",73
"영진약품","실적2020",NA
"영풍","실적2017",38
"영풍","실적2018",34
"영풍","실적2019",30
"영풍","실적2020",NA
"영풍정밀","실적2017",18
"영풍정밀","실적2018",18
"영풍정밀","실적2019",17
"영풍정밀","실적2020",NA
"영풍제지","실적2017",31
"영풍제지","실적2018",25
"영풍제지","실적2019",16
"영풍제지","실적2020",NA
"영화금속","실적2017",156
"영화금속","실적2018",199
"영화금속","실적2019",185
"영화금속","실적2020",NA
"영화테크","실적2017",31
"영화테크","실적2018",23
"영화테크","실적2019",23
"영화테크","실적2020",NA
"영흥","실적2017",78
"영흥","실적2018",76
"영흥","실적2019",86
"영흥","실적2020",NA
"예림당","실적2017",138
"예림당","실적2018",59
"예림당","실적2019",189
"예림당","실적2020",NA
"예선테크","실적2017",204
"예선테크","실적2018",140
"예선테크","실적2019",35
"예선테크","실적2020",NA
"예스24","실적2017",165
"예스24","실적2018",201
"예스24","실적2019",272
"예스24","실적2020",NA
"예스코홀딩스","실적2017",105
"예스코홀딩스","실적2018",144
"예스코홀딩스","실적2019",153
"예스코홀딩스","실적2020",NA
"예스티","실적2017",112
"예스티","실적2018",142
"예스티","실적2019",194
"예스티","실적2020",NA
"오가닉티코스메틱","실적2017",13
"오가닉티코스메틱","실적2018",11
"오가닉티코스메틱","실적2019",9
"오가닉티코스메틱","실적2020",NA
"오공","실적2017",99
"오공","실적2018",72
"오공","실적2019",57
"오공","실적2020",NA
"오디텍","실적2017",6
"오디텍","실적2018",6
"오디텍","실적2019",5
"오디텍","실적2020",NA
"오뚜기","실적2017",49
"오뚜기","실적2018",61
"오뚜기","실적2019",59
"오뚜기","실적2020",NA
"오로라","실적2017",130
"오로라","실적2018",124
"오로라","실적2019",136
"오로라","실적2020",NA
"오르비텍","실적2017",91
"오르비텍","실적2018",85
"오르비텍","실적2019",84
"오르비텍","실적2020",NA
"오리엔탈정공","실적2017",1003
"오리엔탈정공","실적2018",948
"오리엔탈정공","실적2019",397
"오리엔탈정공","실적2020",NA
"오리엔트바이오","실적2017",137
"오리엔트바이오","실적2018",34
"오리엔트바이오","실적2019",38
"오리엔트바이오","실적2020",NA
"오리엔트정공","실적2017",138
"오리엔트정공","실적2018",88
"오리엔트정공","실적2019",109
"오리엔트정공","실적2020",NA
"오리온","실적2017",67
"오리온","실적2018",62
"오리온","실적2019",47
"오리온","실적2020",NA
"오리온홀딩스","실적2017",38
"오리온홀딩스","실적2018",36
"오리온홀딩스","실적2019",30
"오리온홀딩스","실적2020",NA
"오리콤","실적2017",185
"오리콤","실적2018",161
"오리콤","실적2019",136
"오리콤","실적2020",NA
"오상자이엘","실적2017",63
"오상자이엘","실적2018",69
"오상자이엘","실적2019",95
"오상자이엘","실적2020",NA
"오성첨단소재","실적2017",46
"오성첨단소재","실적2018",11
"오성첨단소재","실적2019",30
"오성첨단소재","실적2020",NA
"오션브릿지","실적2017",47
"오션브릿지","실적2018",48
"오션브릿지","실적2019",19
"오션브릿지","실적2020",NA
"오스코텍","실적2017",58
"오스코텍","실적2018",35
"오스코텍","실적2019",33
"오스코텍","실적2020",NA
"오스테오닉","실적2017",299
"오스테오닉","실적2018",54
"오스테오닉","실적2019",80
"오스테오닉","실적2020",NA
"오스템","실적2017",97
"오스템","실적2018",91
"오스템","실적2019",101
"오스템","실적2020",NA
"오스템임플란트","실적2017",361
"오스템임플란트","실적2018",459
"오스템임플란트","실적2019",868
"오스템임플란트","실적2020",NA
"오이솔루션","실적2017",43
"오이솔루션","실적2018",45
"오이솔루션","실적2019",32
"오이솔루션","실적2020",NA
"오킨스전자","실적2017",138
"오킨스전자","실적2018",107
"오킨스전자","실적2019",111
"오킨스전자","실적2020",NA
"오텍","실적2017",183
"오텍","실적2018",184
"오텍","실적2019",182
"오텍","실적2020",NA
"오파스넷","실적2017",104
"오파스넷","실적2018",70
"오파스넷","실적2019",271
"오파스넷","실적2020",NA
"오픈베이스","실적2017",81
"오픈베이스","실적2018",72
"오픈베이스","실적2019",83
"오픈베이스","실적2020",NA
"올리패스","실적2017",-238
"올리패스","실적2018",-199
"올리패스","실적2019",191
"올리패스","실적2020",NA
"올릭스","실적2017",15
"올릭스","실적2018",1
"올릭스","실적2019",8
"올릭스","실적2020",NA
"옴니시스템","실적2017",70
"옴니시스템","실적2018",61
"옴니시스템","실적2019",42
"옴니시스템","실적2020",NA
"옵트론텍","실적2017",140
"옵트론텍","실적2018",154
"옵트론텍","실적2019",187
"옵트론텍","실적2020",NA
"옵티시스","실적2017",11
"옵티시스","실적2018",9
"옵티시스","실적2019",11
"옵티시스","실적2020",NA
"옵티팜","실적2017",55
"옵티팜","실적2018",20
"옵티팜","실적2019",17
"옵티팜","실적2020",NA
"와이솔","실적2017",56
"와이솔","실적2018",42
"와이솔","실적2019",23
"와이솔","실적2020",NA
"와이아이케이","실적2017",64
"와이아이케이","실적2018",63
"와이아이케이","실적2019",84
"와이아이케이","실적2020",NA
"와이엔텍","실적2017",75
"와이엔텍","실적2018",79
"와이엔텍","실적2019",80
"와이엔텍","실적2020",NA
"와이엠씨","실적2017",190
"와이엠씨","실적2018",100
"와이엠씨","실적2019",54
"와이엠씨","실적2020",NA
"와이엠티","실적2017",71
"와이엠티","실적2018",70
"와이엠티","실적2019",81
"와이엠티","실적2020",NA
"와이오엠","실적2017",51
"와이오엠","실적2018",519
"와이오엠","실적2019",172
"와이오엠","실적2020",NA
"와이제이엠게임즈","실적2017",40
"와이제이엠게임즈","실적2018",50
"와이제이엠게임즈","실적2019",26
"와이제이엠게임즈","실적2020",NA
"와이즈버즈","실적2017",6
"와이즈버즈","실적2018",6
"와이즈버즈","실적2019",6
"와이즈버즈","실적2020",NA
"와이지-원","실적2017",131
"와이지-원","실적2018",148
"와이지-원","실적2019",155
"와이지-원","실적2020",NA
"와이지엔터테인먼트","실적2017",35
"와이지엔터테인먼트","실적2018",32
"와이지엔터테인먼트","실적2019",22
"와이지엔터테인먼트","실적2020",NA
"와이팜","실적2017",10
"와이팜","실적2018",19
"와이팜","실적2019",17
"와이팜","실적2020",NA
"와토스코리아","실적2017",4
"와토스코리아","실적2018",4
"와토스코리아","실적2019",4
"와토스코리아","실적2020",NA
"용평리조트","실적2017",112
"용평리조트","실적2018",96
"용평리조트","실적2019",114
"용평리조트","실적2020",NA
"우노앤컴퍼니","실적2017",13
"우노앤컴퍼니","실적2018",20
"우노앤컴퍼니","실적2019",7
"우노앤컴퍼니","실적2020",NA
"우리금융지주","실적2017",NA
"우리금융지주","실적2018",NA
"우리금융지주","실적2019",1319
"우리금융지주","실적2020",NA
"우리기술","실적2017",126
"우리기술","실적2018",177
"우리기술","실적2019",213
"우리기술","실적2020",NA
"우리기술투자","실적2017",1
"우리기술투자","실적2018",9
"우리기술투자","실적2019",10
"우리기술투자","실적2020",NA
"우리넷","실적2017",42
"우리넷","실적2018",61
"우리넷","실적2019",30
"우리넷","실적2020",NA
"우리들제약","실적2017",34
"우리들제약","실적2018",72
"우리들제약","실적2019",77
"우리들제약","실적2020",NA
"우리들휴브레인","실적2017",96
"우리들휴브레인","실적2018",231
"우리들휴브레인","실적2019",94
"우리들휴브레인","실적2020",NA
"우리로","실적2017",88
"우리로","실적2018",134
"우리로","실적2019",181
"우리로","실적2020",NA
"우리바이오","실적2017",278
"우리바이오","실적2018",402
"우리바이오","실적2019",379
"우리바이오","실적2020",NA
"우리산업","실적2017",133
"우리산업","실적2018",124
"우리산업","실적2019",110
"우리산업","실적2020",NA
"우리산업홀딩스","실적2017",75
"우리산업홀딩스","실적2018",75
"우리산업홀딩스","실적2019",77
"우리산업홀딩스","실적2020",NA
"우리손에프앤지","실적2017",76
"우리손에프앤지","실적2018",93
"우리손에프앤지","실적2019",97
"우리손에프앤지","실적2020",NA
"우리이앤엘","실적2017",136
"우리이앤엘","실적2018",118
"우리이앤엘","실적2019",60
"우리이앤엘","실적2020",NA
"우리조명","실적2017",249
"우리조명","실적2018",325
"우리조명","실적2019",308
"우리조명","실적2020",NA
"우리종금","실적2017",558
"우리종금","실적2018",750
"우리종금","실적2019",825
"우리종금","실적2020",NA
"우림기계","실적2017",12
"우림기계","실적2018",10
"우림기계","실적2019",13
"우림기계","실적2020",NA
"우성사료","실적2017",51
"우성사료","실적2018",77
"우성사료","실적2019",93
"우성사료","실적2020",NA
"우수AMS","실적2017",165
"우수AMS","실적2018",176
"우수AMS","실적2019",199
"우수AMS","실적2020",NA
"우신시스템","실적2017",144
"우신시스템","실적2018",168
"우신시스템","실적2019",173
"우신시스템","실적2020",NA
"우양","실적2017",299
"우양","실적2018",413
"우양","실적2019",205
"우양","실적2020",NA
"우원개발","실적2017",221
"우원개발","실적2018",201
"우원개발","실적2019",142
"우원개발","실적2020",NA
"우정바이오","실적2017",71
"우정바이오","실적2018",117
"우정바이오","실적2019",112
"우정바이오","실적2020",NA
"우주일렉트로","실적2017",29
"우주일렉트로","실적2018",28
"우주일렉트로","실적2019",32
"우주일렉트로","실적2020",NA
"우진","실적2017",38
"우진","실적2018",61
"우진","실적2019",50
"우진","실적2020",NA
"우진비앤지","실적2017",163
"우진비앤지","실적2018",126
"우진비앤지","실적2019",119
"우진비앤지","실적2020",NA
"우진아이엔에스","실적2017",26
"우진아이엔에스","실적2018",12
"우진아이엔에스","실적2019",24
"우진아이엔에스","실적2020",NA
"우진플라임","실적2017",285
"우진플라임","실적2018",331
"우진플라임","실적2019",408
"우진플라임","실적2020",NA
"웅진","실적2017",165
"웅진","실적2018",236
"웅진","실적2019",960
"웅진","실적2020",NA
"웅진씽크빅","실적2017",76
"웅진씽크빅","실적2018",104
"웅진씽크빅","실적2019",411
"웅진씽크빅","실적2020",NA
"원림","실적2017",30
"원림","실적2018",33
"원림","실적2019",40
"원림","실적2020",NA
"원방테크","실적2017",9
"원방테크","실적2018",32
"원방테크","실적2019",96
"원방테크","실적2020",NA
"원익","실적2017",57
"원익","실적2018",96
"원익","실적2019",55
"원익","실적2020",NA
"원익IPS","실적2017",30
"원익IPS","실적2018",38
"원익IPS","실적2019",58
"원익IPS","실적2020",NA
"원익QnC","실적2017",41
"원익QnC","실적2018",62
"원익QnC","실적2019",123
"원익QnC","실적2020",NA
"원익머트리얼즈","실적2017",15
"원익머트리얼즈","실적2018",12
"원익머트리얼즈","실적2019",16
"원익머트리얼즈","실적2020",NA
"원익큐브","실적2017",99
"원익큐브","실적2018",102
"원익큐브","실적2019",77
"원익큐브","실적2020",NA
"원익홀딩스","실적2017",30
"원익홀딩스","실적2018",34
"원익홀딩스","실적2019",30
"원익홀딩스","실적2020",NA
"원일특강","실적2017",90
"원일특강","실적2018",86
"원일특강","실적2019",89
"원일특강","실적2020",NA
"원풍","실적2017",12
"원풍","실적2018",12
"원풍","실적2019",13
"원풍","실적2020",NA
"원풍물산","실적2017",55
"원풍물산","실적2018",90
"원풍물산","실적2019",40
"원풍물산","실적2020",NA
"월덱스","실적2017",106
"월덱스","실적2018",85
"월덱스","실적2019",67
"월덱스","실적2020",NA
"웨이브일렉트로","실적2017",99
"웨이브일렉트로","실적2018",108
"웨이브일렉트로","실적2019",376
"웨이브일렉트로","실적2020",NA
"웰바이오텍","실적2017",224
"웰바이오텍","실적2018",45
"웰바이오텍","실적2019",58
"웰바이오텍","실적2020",NA
"웰크론","실적2017",154
"웰크론","실적2018",147
"웰크론","실적2019",151
"웰크론","실적2020",NA
"웰크론한텍","실적2017",122
"웰크론한텍","실적2018",125
"웰크론한텍","실적2019",139
"웰크론한텍","실적2020",NA
"웹스","실적2017",69
"웹스","실적2018",71
"웹스","실적2019",76
"웹스","실적2020",NA
"웹젠","실적2017",20
"웹젠","실적2018",26
"웹젠","실적2019",16
"웹젠","실적2020",NA
"웹케시","실적2017",115
"웹케시","실적2018",66
"웹케시","실적2019",16
"웹케시","실적2020",NA
"위니아딤채","실적2017",249
"위니아딤채","실적2018",369
"위니아딤채","실적2019",294
"위니아딤채","실적2020",NA
"위닉스","실적2017",106
"위닉스","실적2018",85
"위닉스","실적2019",80
"위닉스","실적2020",NA
"위더스제약","실적2017",56
"위더스제약","실적2018",45
"위더스제약","실적2019",39
"위더스제약","실적2020",NA
"위드텍","실적2017",31
"위드텍","실적2018",83
"위드텍","실적2019",59
"위드텍","실적2020",NA
"위메이드","실적2017",32
"위메이드","실적2018",27
"위메이드","실적2019",26
"위메이드","실적2020",NA
"위세아이텍","실적2017",52
"위세아이텍","실적2018",74
"위세아이텍","실적2019",61
"위세아이텍","실적2020",NA
"위즈코프","실적2017",11
"위즈코프","실적2018",10
"위즈코프","실적2019",4
"위즈코프","실적2020",NA
"위지윅스튜디오","실적2017",197
"위지윅스튜디오","실적2018",34
"위지윅스튜디오","실적2019",54
"위지윅스튜디오","실적2020",NA
"위지트","실적2017",39
"위지트","실적2018",51
"위지트","실적2019",42
"위지트","실적2020",NA
"윈스","실적2017",41
"윈스","실적2018",47
"윈스","실적2019",44
"윈스","실적2020",NA
"윈텍","실적2017",28
"윈텍","실적2018",47
"윈텍","실적2019",9
"윈텍","실적2020",NA
"윈팩","실적2017",114
"윈팩","실적2018",101
"윈팩","실적2019",149
"윈팩","실적2020",NA
"윈하이텍","실적2017",98
"윈하이텍","실적2018",118
"윈하이텍","실적2019",115
"윈하이텍","실적2020",NA
"윌링스","실적2017",141
"윌링스","실적2018",109
"윌링스","실적2019",34
"윌링스","실적2020",NA
"윌비스","실적2017",133
"윌비스","실적2018",130
"윌비스","실적2019",175
"윌비스","실적2020",NA
"윙입푸드","실적2017",54
"윙입푸드","실적2018",31
"윙입푸드","실적2019",26
"윙입푸드","실적2020",NA
"유나이티드","실적2017",31
"유나이티드","실적2018",32
"유나이티드","실적2019",29
"유나이티드","실적2020",NA
"유니드","실적2017",71
"유니드","실적2018",69
"유니드","실적2019",51
"유니드","실적2020",NA
"유니셈","실적2017",49
"유니셈","실적2018",35
"유니셈","실적2019",35
"유니셈","실적2020",NA
"유니슨","실적2017",495
"유니슨","실적2018",218
"유니슨","실적2019",231
"유니슨","실적2020",NA
"유니온","실적2017",73
"유니온","실적2018",108
"유니온","실적2019",127
"유니온","실적2020",NA
"유니온머티리얼","실적2017",54
"유니온머티리얼","실적2018",83
"유니온머티리얼","실적2019",103
"유니온머티리얼","실적2020",NA
"유니온커뮤니티","실적2017",55
"유니온커뮤니티","실적2018",48
"유니온커뮤니티","실적2019",57
"유니온커뮤니티","실적2020",NA
"유니켐","실적2017",143
"유니켐","실적2018",88
"유니켐","실적2019",91
"유니켐","실적2020",NA
"유니퀘스트","실적2017",47
"유니퀘스트","실적2018",69
"유니퀘스트","실적2019",63
"유니퀘스트","실적2020",NA
"유니크","실적2017",123
"유니크","실적2018",116
"유니크","실적2019",111
"유니크","실적2020",NA
"유니테스트","실적2017",62
"유니테스트","실적2018",34
"유니테스트","실적2019",21
"유니테스트","실적2020",NA
"유니테크노","실적2017",36
"유니테크노","실적2018",72
"유니테크노","실적2019",73
"유니테크노","실적2020",NA
"유니트론텍","실적2017",106
"유니트론텍","실적2018",157
"유니트론텍","실적2019",150
"유니트론텍","실적2020",NA
"유라테크","실적2017",26
"유라테크","실적2018",19
"유라테크","실적2019",23
"유라테크","실적2020",NA
"유바이오로직스","실적2017",47
"유바이오로직스","실적2018",167
"유바이오로직스","실적2019",165
"유바이오로직스","실적2020",NA
"유비벨록스","실적2017",87
"유비벨록스","실적2018",67
"유비벨록스","실적2019",59
"유비벨록스","실적2020",NA
"유비케어","실적2017",48
"유비케어","실적2018",24
"유비케어","실적2019",29
"유비케어","실적2020",NA
"유비쿼스","실적2017",33
"유비쿼스","실적2018",39
"유비쿼스","실적2019",44
"유비쿼스","실적2020",NA
"유비쿼스홀딩스","실적2017",3
"유비쿼스홀딩스","실적2018",13
"유비쿼스홀딩스","실적2019",15
"유비쿼스홀딩스","실적2020",NA
"유성기업","실적2017",31
"유성기업","실적2018",30
"유성기업","실적2019",29
"유성기업","실적2020",NA
"유성티엔에스","실적2017",117
"유성티엔에스","실적2018",102
"유성티엔에스","실적2019",94
"유성티엔에스","실적2020",NA
"유수홀딩스","실적2017",78
"유수홀딩스","실적2018",63
"유수홀딩스","실적2019",58
"유수홀딩스","실적2020",NA
"유신","실적2017",64
"유신","실적2018",69
"유신","실적2019",92
"유신","실적2020",NA
"유아이디","실적2017",52
"유아이디","실적2018",43
"유아이디","실적2019",258
"유아이디","실적2020",NA
"유아이엘","실적2017",40
"유아이엘","실적2018",31
"유아이엘","실적2019",24
"유아이엘","실적2020",NA
"유안타제3호스팩","실적2017",NA
"유안타제3호스팩","실적2018",7
"유안타제3호스팩","실적2019",8
"유안타제3호스팩","실적2020",NA
"유안타제4호스팩","실적2017",NA
"유안타제4호스팩","실적2018",160
"유안타제4호스팩","실적2019",13
"유안타제4호스팩","실적2020",NA
"유안타제5호스팩","실적2017",NA
"유안타제5호스팩","실적2018",NA
"유안타제5호스팩","실적2019",11
"유안타제5호스팩","실적2020",NA
"유안타제6호스팩","실적2017",NA
"유안타제6호스팩","실적2018",NA
"유안타제6호스팩","실적2019",12
"유안타제6호스팩","실적2020",NA
"유안타증권","실적2017",959
"유안타증권","실적2018",897
"유안타증권","실적2019",876
"유안타증권","실적2020",NA
"유앤아이","실적2017",45
"유앤아이","실적2018",90
"유앤아이","실적2019",87
"유앤아이","실적2020",NA
"유양디앤유","실적2017",60
"유양디앤유","실적2018",80
"유양디앤유","실적2019",79
"유양디앤유","실적2020",NA
"유에스티","실적2017",41
"유에스티","실적2018",57
"유에스티","실적2019",31
"유에스티","실적2020",NA
"유엔젤","실적2017",28
"유엔젤","실적2018",24
"유엔젤","실적2019",30
"유엔젤","실적2020",NA
"유유제약","실적2017",46
"유유제약","실적2018",55
"유유제약","실적2019",52
"유유제약","실적2020",NA
"유진기업","실적2017",396
"유진기업","실적2018",430
"유진기업","실적2019",472
"유진기업","실적2020",NA
"유진로봇","실적2017",58
"유진로봇","실적2018",49
"유진로봇","실적2019",77
"유진로봇","실적2020",NA
"유진스팩4호","실적2017",NA
"유진스팩4호","실적2018",NA
"유진스팩4호","실적2019",16
"유진스팩4호","실적2020",NA
"유진스팩5호","실적2017",NA
"유진스팩5호","실적2018",NA
"유진스팩5호","실적2019",11
"유진스팩5호","실적2020",NA
"유진증권","실적2017",918
"유진증권","실적2018",864
"유진증권","실적2019",880
"유진증권","실적2020",NA
"유진테크","실적2017",14
"유진테크","실적2018",15
"유진테크","실적2019",13
"유진테크","실적2020",NA
"유테크","실적2017",390
"유테크","실적2018",429
"유테크","실적2019",89
"유테크","실적2020",NA
"유티아이","실적2017",27
"유티아이","실적2018",30
"유티아이","실적2019",33
"유티아이","실적2020",NA
"유틸렉스","실적2017",14
"유틸렉스","실적2018",9
"유틸렉스","실적2019",20
"유틸렉스","실적2020",NA
"유한양행","실적2017",30
"유한양행","실적2018",31
"유한양행","실적2019",28
"유한양행","실적2020",NA
"유화증권","실적2017",38
"유화증권","실적2018",36
"유화증권","실적2019",35
"유화증권","실적2020",NA
"육일씨엔에쓰","실적2017",375
"육일씨엔에쓰","실적2018",141
"육일씨엔에쓰","실적2019",145
"육일씨엔에쓰","실적2020",NA
"율촌화학","실적2017",72
"율촌화학","실적2018",82
"율촌화학","실적2019",77
"율촌화학","실적2020",NA
"율호","실적2017",104
"율호","실적2018",69
"율호","실적2019",148
"율호","실적2020",NA
"이건산업","실적2017",186
"이건산업","실적2018",140
"이건산업","실적2019",136
"이건산업","실적2020",NA
"이건홀딩스","실적2017",161
"이건홀딩스","실적2018",151
"이건홀딩스","실적2019",138
"이건홀딩스","실적2020",NA
"이구산업","실적2017",144
"이구산업","실적2018",148
"이구산업","실적2019",160
"이구산업","실적2020",NA
"이그잭스","실적2017",176
"이그잭스","실적2018",116
"이그잭스","실적2019",59
"이그잭스","실적2020",NA
"이글루시큐리티","실적2017",18
"이글루시큐리티","실적2018",16
"이글루시큐리티","실적2019",22
"이글루시큐리티","실적2020",NA
"이글벳","실적2017",55
"이글벳","실적2018",33
"이글벳","실적2019",29
"이글벳","실적2020",NA
"이노메트리","실적2017",81
"이노메트리","실적2018",23
"이노메트리","실적2019",17
"이노메트리","실적2020",NA
"이노션","실적2017",137
"이노션","실적2018",134
"이노션","실적2019",165
"이노션","실적2020",NA
"이노와이어리스","실적2017",29
"이노와이어리스","실적2018",45
"이노와이어리스","실적2019",49
"이노와이어리스","실적2020",NA
"이노와이즈","실적2017",139
"이노와이즈","실적2018",144
