"company","year","debt"
"이노와이즈","실적2019",161
"이노와이즈","실적2020",NA
"이노인스트루먼트","실적2017",34
"이노인스트루먼트","실적2018",99
"이노인스트루먼트","실적2019",186
"이노인스트루먼트","실적2020",NA
"이노테라피","실적2017",35
"이노테라피","실적2018",17
"이노테라피","실적2019",14
"이노테라피","실적2020",NA
"이녹스","실적2017",41
"이녹스","실적2018",40
"이녹스","실적2019",53
"이녹스","실적2020",NA
"이녹스첨단소재","실적2017",77
"이녹스첨단소재","실적2018",105
"이녹스첨단소재","실적2019",86
"이녹스첨단소재","실적2020",NA
"이니텍","실적2017",32
"이니텍","실적2018",31
"이니텍","실적2019",29
"이니텍","실적2020",NA
"이더블유케이","실적2017",82
"이더블유케이","실적2018",117
"이더블유케이","실적2019",46
"이더블유케이","실적2020",NA
"이디티","실적2017",156
"이디티","실적2018",58
"이디티","실적2019",41
"이디티","실적2020",NA
"이라이콤","실적2017",33
"이라이콤","실적2018",48
"이라이콤","실적2019",15
"이라이콤","실적2020",NA
"이랜시스","실적2017",97
"이랜시스","실적2018",130
"이랜시스","실적2019",92
"이랜시스","실적2020",NA
"이랜텍","실적2017",177
"이랜텍","실적2018",197
"이랜텍","실적2019",155
"이랜텍","실적2020",NA
"이루다","실적2017",60
"이루다","실적2018",67
"이루다","실적2019",68
"이루다","실적2020",NA
"이루온","실적2017",161
"이루온","실적2018",75
"이루온","실적2019",71
"이루온","실적2020",NA
"이마트","실적2017",83
"이마트","실적2018",89
"이마트","실적2019",106
"이마트","실적2020",NA
"이매진아시아","실적2017",45
"이매진아시아","실적2018",26
"이매진아시아","실적2019",50
"이매진아시아","실적2020",NA
"이미지스","실적2017",14
"이미지스","실적2018",11
"이미지스","실적2019",25
"이미지스","실적2020",NA
"이베스트스팩5호","실적2017",NA
"이베스트스팩5호","실적2018",NA
"이베스트스팩5호","실적2019",NA
"이베스트스팩5호","실적2020",NA
"이베스트이안스팩1호","실적2017",NA
"이베스트이안스팩1호","실적2018",NA
"이베스트이안스팩1호","실적2019",14
"이베스트이안스팩1호","실적2020",NA
"이베스트투자증권","실적2017",701
"이베스트투자증권","실적2018",686
"이베스트투자증권","실적2019",784
"이베스트투자증권","실적2020",NA
"이상네트웍스","실적2017",11
"이상네트웍스","실적2018",52
"이상네트웍스","실적2019",43
"이상네트웍스","실적2020",NA
"이수앱지스","실적2017",25
"이수앱지스","실적2018",16
"이수앱지스","실적2019",68
"이수앱지스","실적2020",NA
"이수페타시스","실적2017",179
"이수페타시스","실적2018",184
"이수페타시스","실적2019",448
"이수페타시스","실적2020",NA
"이수화학","실적2017",190
"이수화학","실적2018",132
"이수화학","실적2019",180
"이수화학","실적2020",NA
"이스타코","실적2017",124
"이스타코","실적2018",133
"이스타코","실적2019",61
"이스타코","실적2020",NA
"이스트소프트","실적2017",206
"이스트소프트","실적2018",247
"이스트소프트","실적2019",146
"이스트소프트","실적2020",NA
"이스트아시아홀딩스","실적2017",10
"이스트아시아홀딩스","실적2018",8
"이스트아시아홀딩스","실적2019",8
"이스트아시아홀딩스","실적2020",NA
"이씨에스","실적2017",34
"이씨에스","실적2018",36
"이씨에스","실적2019",41
"이씨에스","실적2020",NA
"이아이디","실적2017",44
"이아이디","실적2018",8
"이아이디","실적2019",48
"이아이디","실적2020",NA
"이에스에이","실적2017",134
"이에스에이","실적2018",121
"이에스에이","실적2019",7
"이에스에이","실적2020",NA
"이엑스티","실적2017",20
"이엑스티","실적2018",15
"이엑스티","실적2019",145
"이엑스티","실적2020",NA
"이엔드디","실적2017",927
"이엔드디","실적2018",587
"이엔드디","실적2019",263
"이엔드디","실적2020",NA
"이엔에프테크놀로지","실적2017",38
"이엔에프테크놀로지","실적2018",38
"이엔에프테크놀로지","실적2019",43
"이엔에프테크놀로지","실적2020",NA
"이엔플러스","실적2017",288
"이엔플러스","실적2018",137
"이엔플러스","실적2019",155
"이엔플러스","실적2020",NA
"이엘피","실적2017",12
"이엘피","실적2018",15
"이엘피","실적2019",9
"이엘피","실적2020",NA
"이엠넷","실적2017",60
"이엠넷","실적2018",56
"이엠넷","실적2019",56
"이엠넷","실적2020",NA
"이엠앤아이","실적2017",372
"이엠앤아이","실적2018",-202
"이엠앤아이","실적2019",118
"이엠앤아이","실적2020",NA
"이엠코리아","실적2017",152
"이엠코리아","실적2018",108
"이엠코리아","실적2019",145
"이엠코리아","실적2020",NA
"이엠텍","실적2017",37
"이엠텍","실적2018",50
"이엠텍","실적2019",31
"이엠텍","실적2020",NA
"이연제약","실적2017",32
"이연제약","실적2018",34
"이연제약","실적2019",23
"이연제약","실적2020",NA
"이오테크닉스","실적2017",21
"이오테크닉스","실적2018",13
"이오테크닉스","실적2019",13
"이오테크닉스","실적2020",NA
"이오플로우","실적2017",130
"이오플로우","실적2018",65
"이오플로우","실적2019",196
"이오플로우","실적2020",NA
"이원컴포텍","실적2017",278
"이원컴포텍","실적2018",284
"이원컴포텍","실적2019",92
"이원컴포텍","실적2020",NA
"이월드","실적2017",76
"이월드","실적2018",60
"이월드","실적2019",24
"이월드","실적2020",NA
"이즈미디어","실적2017",99
"이즈미디어","실적2018",113
"이즈미디어","실적2019",111
"이즈미디어","실적2020",NA
"이지바이오","실적2017",NA
"이지바이오","실적2018",NA
"이지바이오","실적2019",NA
"이지바이오","실적2020",NA
"이지웰","실적2017",221
"이지웰","실적2018",194
"이지웰","실적2019",148
"이지웰","실적2020",NA
"이지케어텍","실적2017",36
"이지케어텍","실적2018",25
"이지케어텍","실적2019",40
"이지케어텍","실적2020",NA
"이지홀딩스","실적2017",152
"이지홀딩스","실적2018",157
"이지홀딩스","실적2019",144
"이지홀딩스","실적2020",NA
"이큐셀","실적2017",135
"이큐셀","실적2018",452
"이큐셀","실적2019",300
"이큐셀","실적2020",NA
"이크레더블","실적2017",17
"이크레더블","실적2018",17
"이크레더블","실적2019",16
"이크레더블","실적2020",NA
"이테크건설","실적2017",300
"이테크건설","실적2018",283
"이테크건설","실적2019",291
"이테크건설","실적2020",NA
"이트론","실적2017",9
"이트론","실적2018",5
"이트론","실적2019",60
"이트론","실적2020",NA
"이퓨쳐","실적2017",19
"이퓨쳐","실적2018",21
"이퓨쳐","실적2019",25
"이퓨쳐","실적2020",NA
"이화공영","실적2017",98
"이화공영","실적2018",78
"이화공영","실적2019",99
"이화공영","실적2020",NA
"이화산업","실적2017",51
"이화산업","실적2018",57
"이화산업","실적2019",58
"이화산업","실적2020",NA
"이화전기","실적2017",8
"이화전기","실적2018",7
"이화전기","실적2019",7
"이화전기","실적2020",NA
"인디에프","실적2017",113
"인디에프","실적2018",108
"인디에프","실적2019",138
"인디에프","실적2020",NA
"인바디","실적2017",5
"인바디","실적2018",5
"인바디","실적2019",10
"인바디","실적2020",NA
"인베니아","실적2017",218
"인베니아","실적2018",239
"인베니아","실적2019",313
"인베니아","실적2020",NA
"인산가","실적2017",115
"인산가","실적2018",44
"인산가","실적2019",61
"인산가","실적2020",NA
"인선이엔티","실적2017",75
"인선이엔티","실적2018",68
"인선이엔티","실적2019",68
"인선이엔티","실적2020",NA
"인성정보","실적2017",230
"인성정보","실적2018",316
"인성정보","실적2019",362
"인성정보","실적2020",NA
"인스코비","실적2017",35
"인스코비","실적2018",85
"인스코비","실적2019",97
"인스코비","실적2020",NA
"인지디스플레","실적2017",66
"인지디스플레","실적2018",57
"인지디스플레","실적2019",134
"인지디스플레","실적2020",NA
"인지컨트롤스","실적2017",126
"인지컨트롤스","실적2018",130
"인지컨트롤스","실적2019",170
"인지컨트롤스","실적2020",NA
"인천도시가스","실적2017",127
"인천도시가스","실적2018",93
"인천도시가스","실적2019",97
"인천도시가스","실적2020",NA
"인콘","실적2017",45
"인콘","실적2018",90
"인콘","실적2019",56
"인콘","실적2020",NA
"인크로스","실적2017",101
"인크로스","실적2018",92
"인크로스","실적2019",119
"인크로스","실적2020",NA
"인탑스","실적2017",40
"인탑스","실적2018",37
"인탑스","실적2019",32
"인탑스","실적2020",NA
"인터로조","실적2017",17
"인터로조","실적2018",20
"인터로조","실적2019",37
"인터로조","실적2020",NA
"인터엠","실적2017",53
"인터엠","실적2018",60
"인터엠","실적2019",74
"인터엠","실적2020",NA
"인터지스","실적2017",109
"인터지스","실적2018",110
"인터지스","실적2019",133
"인터지스","실적2020",NA
"인터파크","실적2017",143
"인터파크","실적2018",153
"인터파크","실적2019",165
"인터파크","실적2020",NA
"인터플렉스","실적2017",55
"인터플렉스","실적2018",50
"인터플렉스","실적2019",61
"인터플렉스","실적2020",NA
"인텍플러스","실적2017",73
"인텍플러스","실적2018",83
"인텍플러스","실적2019",93
"인텍플러스","실적2020",NA
"인텔리안테크","실적2017",68
"인텔리안테크","실적2018",73
"인텔리안테크","실적2019",69
"인텔리안테크","실적2020",NA
"인트로메딕","실적2017",95
"인트로메딕","실적2018",107
"인트로메딕","실적2019",117
"인트로메딕","실적2020",NA
"인트론바이오","실적2017",50
"인트론바이오","실적2018",39
"인트론바이오","실적2019",36
"인트론바이오","실적2020",NA
"인팩","실적2017",142
"인팩","실적2018",141
"인팩","실적2019",167
"인팩","실적2020",NA
"인포마크","실적2017",249
"인포마크","실적2018",143
"인포마크","실적2019",373
"인포마크","실적2020",NA
"인포바인","실적2017",5
"인포바인","실적2018",4
"인포바인","실적2019",6
"인포바인","실적2020",NA
"인포뱅크","실적2017",33
"인포뱅크","실적2018",34
"인포뱅크","실적2019",31
"인포뱅크","실적2020",NA
"인프라웨어","실적2017",21
"인프라웨어","실적2018",13
"인프라웨어","실적2019",25
"인프라웨어","실적2020",NA
"인피니트헬스케어","실적2017",27
"인피니트헬스케어","실적2018",20
"인피니트헬스케어","실적2019",26
"인피니트헬스케어","실적2020",NA
"인화정공","실적2017",91
"인화정공","실적2018",115
"인화정공","실적2019",115
"인화정공","실적2020",NA
"일동제약","실적2017",98
"일동제약","실적2018",103
"일동제약","실적2019",142
"일동제약","실적2020",NA
"일동홀딩스","실적2017",57
"일동홀딩스","실적2018",60
"일동홀딩스","실적2019",150
"일동홀딩스","실적2020",NA
"일성건설","실적2017",262
"일성건설","실적2018",242
"일성건설","실적2019",285
"일성건설","실적2020",NA
"일성신약","실적2017",7
"일성신약","실적2018",7
"일성신약","실적2019",6
"일성신약","실적2020",NA
"일신바이오","실적2017",10
"일신바이오","실적2018",13
"일신바이오","실적2019",15
"일신바이오","실적2020",NA
"일신방직","실적2017",27
"일신방직","실적2018",29
"일신방직","실적2019",31
"일신방직","실적2020",NA
"일신석재","실적2017",53
"일신석재","실적2018",57
"일신석재","실적2019",68
"일신석재","실적2020",NA
"일야","실적2017",57
"일야","실적2018",151
"일야","실적2019",312
"일야","실적2020",NA
"일양약품","실적2017",106
"일양약품","실적2018",105
"일양약품","실적2019",96
"일양약품","실적2020",NA
"일정실업","실적2017",31
"일정실업","실적2018",59
"일정실업","실적2019",104
"일정실업","실적2020",NA
"일지테크","실적2017",185
"일지테크","실적2018",180
"일지테크","실적2019",193
"일지테크","실적2020",NA
"일진다이아","실적2017",60
"일진다이아","실적2018",54
"일진다이아","실적2019",34
"일진다이아","실적2020",NA
"일진디스플","실적2017",102
"일진디스플","실적2018",95
"일진디스플","실적2019",150
"일진디스플","실적2020",NA
"일진머티리얼즈","실적2017",22
"일진머티리얼즈","실적2018",31
"일진머티리얼즈","실적2019",25
"일진머티리얼즈","실적2020",NA
"일진전기","실적2017",138
"일진전기","실적2018",159
"일진전기","실적2019",157
"일진전기","실적2020",NA
"일진파워","실적2017",48
"일진파워","실적2018",51
"일진파워","실적2019",54
"일진파워","실적2020",NA
"일진홀딩스","실적2017",139
"일진홀딩스","실적2018",149
"일진홀딩스","실적2019",130
"일진홀딩스","실적2020",NA
"잇츠한불","실적2017",19
"잇츠한불","실적2018",12
"잇츠한불","실적2019",13
"잇츠한불","실적2020",NA
"잉글우드랩","실적2017",53
"잉글우드랩","실적2018",84
"잉글우드랩","실적2019",88
"잉글우드랩","실적2020",NA
"잉크테크","실적2017",152
"잉크테크","실적2018",177
"잉크테크","실적2019",200
"잉크테크","실적2020",NA
"자비스","실적2017",147
"자비스","실적2018",995
"자비스","실적2019",90
"자비스","실적2020",NA
"자안","실적2017",41
"자안","실적2018",48
"자안","실적2019",36
"자안","실적2020",NA
"자연과환경","실적2017",57
"자연과환경","실적2018",59
"자연과환경","실적2019",59
"자연과환경","실적2020",NA
"자이글","실적2017",4
"자이글","실적2018",14
"자이글","실적2019",21
"자이글","실적2020",NA
"자이에스앤디","실적2017",237
